step 4230/15258 28% [main] | loss 1.875 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.11 | 2.22B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 4.9h
step 4240/15258 28% [main] | loss 1.689 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.41 | 2.22B tok | 82K tok/s/gpu | MFU 34% | peak 49.54GiB | ETA 4.9h
step 4250/15258 28% [main] | loss 2.197 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.23 | 2.23B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 4.9h
step 4260/15258 28% [main] | loss 1.903 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.16 | 2.23B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 4.9h
step 4270/15258 28% [main] | loss 2.221 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.38 | 2.24B tok | 82K tok/s/gpu | MFU 34% | peak 49.54GiB | ETA 4.9h
step 4280/15258 28% [main] | loss 2.039 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.12 | 2.24B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 4.9h
step 4290/15258 28% [main] | loss 1.991 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.43 | 2.25B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 4.9h
step 4300/15258 28% [main] | loss 1.657 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.42 | 2.25B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 4.9h
step 4310/15258 28% [main] | loss 1.921 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.37 | 2.26B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 4.9h
step 4320/15258 28% [main] | loss 1.880 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.01 | 2.26B tok | 82K tok/s/gpu | MFU 34% | peak 49.54GiB | ETA 4.9h
step 4330/15258 28% [main] | loss 1.856 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.25 | 2.27B tok | 82K tok/s/gpu | MFU 34% | peak 49.51GiB | ETA 4.9h
step 4340/15258 28% [main] | loss 2.038 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.57 | 2.28B tok | 82K tok/s/gpu | MFU 34% | peak 49.54GiB | ETA 4.9h
step 4350/15258 29% [main] | loss 1.827 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.50 | 2.28B tok | 82K tok/s/gpu | MFU 34% | peak 49.54GiB | ETA 4.9h
step 4360/15258 29% [main] | loss 1.744 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.35 | 2.29B tok | 82K tok/s/gpu | MFU 34% | peak 49.56GiB | ETA 4.9h
step 4370/15258 29% [main] | loss 1.988 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 0.98 | 2.29B tok | 82K tok/s/gpu | MFU 34% | peak 49.54GiB | ETA 4.9h
step 4380/15258 29% [main] | loss 1.771 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.41 | 2.30B tok | 82K tok/s/gpu | MFU 34% | peak 49.51GiB | ETA 4.8h
step 4390/15258 29% [main] | loss 1.805 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.37 | 2.30B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 4.8h
step 4400/15258 29% [main] | loss 1.867 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.18 | 2.31B tok | 77K tok/s/gpu | MFU 32% | peak 49.51GiB | ETA 5.1h
step 4410/15258 29% [main] | loss 1.785 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.57 | 2.31B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 4.8h
step 4420/15258 29% [main] | loss 1.602 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 0.96 | 2.32B tok | 82K tok/s/gpu | MFU 34% | peak 49.55GiB | ETA 4.8h
step 4430/15258 29% [main] | loss 2.263 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.27 | 2.32B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 4.8h
step 4440/15258 29% [main] | loss 1.831 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.46 | 2.33B tok | 82K tok/s/gpu | MFU 34% | peak 49.54GiB | ETA 4.8h
step 4450/15258 29% [main] | loss 1.898 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.21 | 2.33B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 4.8h
step 4460/15258 29% [main] | loss 1.954 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.24 | 2.34B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 4.8h
step 4470/15258 29% [main] | loss 2.019 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 2.20 | 2.34B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 4.8h
step 4480/15258 29% [main] | loss 1.500 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.33 | 2.35B tok | 82K tok/s/gpu | MFU 34% | peak 49.55GiB | ETA 4.8h
step 4490/15258 29% [main] | loss 2.064 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.45 | 2.35B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 4.8h
step 4500/15258 val 2.126
step 4500/15258 29% [main] | loss 1.745 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.08 | 2.36B tok | 55K tok/s/gpu | MFU 23% | peak 49.53GiB | ETA 7.1h
step 4510/15258 30% [main] | loss 2.000 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.18 | 2.36B tok | 82K tok/s/gpu | MFU 34% | peak 49.56GiB | ETA 4.8h
step 4520/15258 30% [main] | loss 1.970 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.28 | 2.37B tok | 82K tok/s/gpu | MFU 34% | peak 49.54GiB | ETA 4.8h
step 4530/15258 30% [main] | loss 1.761 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.57 | 2.38B tok | 79K tok/s/gpu | MFU 33% | peak 49.54GiB | ETA 4.9h
step 4540/15258 30% [main] | loss 1.555 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.75 | 2.38B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 4.8h
step 4550/15258 30% [main] | loss 1.791 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.53 | 2.39B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 4.8h
step 4560/15258 30% [main] | loss 1.825 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.36 | 2.39B tok | 82K tok/s/gpu | MFU 34% | peak 49.55GiB | ETA 4.8h
step 4570/15258 30% [main] | loss 2.134 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.37 | 2.40B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 4.8h
step 4580/15258 30% [main] | loss 1.979 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.61 | 2.40B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 4.8h
step 4590/15258 30% [main] | loss 2.165 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.90 | 2.41B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 4.7h
step 4600/15258 30% [main] | loss 1.992 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.22 | 2.41B tok | 79K tok/s/gpu | MFU 33% | peak 49.53GiB | ETA 4.9h
step 4610/15258 30% [main] | loss 1.897 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.53 | 2.42B tok | 82K tok/s/gpu | MFU 34% | peak 49.51GiB | ETA 4.7h
step 4620/15258 30% [main] | loss 2.062 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.32 | 2.42B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 4.7h
step 4630/15258 30% [main] | loss 1.824 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.42 | 2.43B tok | 82K tok/s/gpu | MFU 34% | peak 49.56GiB | ETA 4.7h
step 4640/15258 30% [main] | loss 1.675 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.45 | 2.43B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 4.7h
step 4650/15258 30% [main] | loss 1.747 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.30 | 2.44B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 4.7h
step 4660/15258 31% [main] | loss 1.803 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.17 | 2.44B tok | 79K tok/s/gpu | MFU 33% | peak 49.53GiB | ETA 4.9h
step 4670/15258 31% [main] | loss 1.864 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.24 | 2.45B tok | 82K tok/s/gpu | MFU 34% | peak 49.56GiB | ETA 4.7h
step 4680/15258 31% [main] | loss 1.623 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.16 | 2.45B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 4.7h
step 4690/15258 31% [main] | loss 2.072 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.55 | 2.46B tok | 82K tok/s/gpu | MFU 34% | peak 49.54GiB | ETA 4.7h
step 4700/15258 31% [main] | loss 2.318 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.54 | 2.46B tok | 82K tok/s/gpu | MFU 34% | peak 49.51GiB | ETA 4.7h
step 4710/15258 31% [main] | loss 1.962 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.30 | 2.47B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 4.7h
step 4720/15258 31% [main] | loss 1.891 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.08 | 2.47B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 4.7h
step 4730/15258 31% [main] | loss 1.880 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.20 | 2.48B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 4.7h
step 4740/15258 31% [main] | loss 1.805 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.49 | 2.49B tok | 82K tok/s/gpu | MFU 34% | peak 49.51GiB | ETA 4.7h
step 4750/15258 31% [main] | loss 1.793 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.40 | 2.49B tok | 81K tok/s/gpu | MFU 34% | peak 49.55GiB | ETA 4.7h
step 4760/15258 31% [main] | loss 1.839 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.76 | 2.50B tok | 82K tok/s/gpu | MFU 34% | peak 49.54GiB | ETA 4.7h
step 4770/15258 31% [main] | loss 1.759 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.34 | 2.50B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 4.7h
step 4780/15258 31% [main] | loss 1.688 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.02 | 2.51B tok | 82K tok/s/gpu | MFU 34% | peak 49.54GiB | ETA 4.7h
step 4790/15258 31% [main] | loss 1.686 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.38 | 2.51B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 4.7h
step 4800/15258 31% [main] | loss 2.191 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.29 | 2.52B tok | 79K tok/s/gpu | MFU 33% | peak 49.53GiB | ETA 4.8h
step 4810/15258 32% [main] | loss 1.785 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.23 | 2.52B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 4.6h
step 4820/15258 32% [main] | loss 1.727 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.42 | 2.53B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 4.7h
step 4830/15258 32% [main] | loss 2.249 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.41 | 2.53B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 4.6h
step 4840/15258 32% [main] | loss 1.920 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.46 | 2.54B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 4.6h
step 4850/15258 32% [main] | loss 2.012 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.52 | 2.54B tok | 82K tok/s/gpu | MFU 34% | peak 49.54GiB | ETA 4.6h
step 4860/15258 32% [main] | loss 1.788 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.44 | 2.55B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 4.6h
step 4870/15258 32% [main] | loss 1.718 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.45 | 2.55B tok | 82K tok/s/gpu | MFU 34% | peak 49.54GiB | ETA 4.6h
step 4880/15258 32% [main] | loss 2.027 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.03 | 2.56B tok | 82K tok/s/gpu | MFU 34% | peak 49.51GiB | ETA 4.6h
step 4890/15258 32% [main] | loss 1.924 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.36 | 2.56B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 4.6h
step 4900/15258 32% [main] | loss 2.251 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.50 | 2.57B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 4.6h
step 4910/15258 32% [main] | loss 1.962 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.37 | 2.57B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 4.6h
step 4920/15258 32% [main] | loss 1.666 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.67 | 2.58B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 4.6h
step 4930/15258 32% [main] | loss 1.925 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.10 | 2.58B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 4.6h
step 4940/15258 32% [main] | loss 1.747 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.43 | 2.59B tok | 82K tok/s/gpu | MFU 34% | peak 49.55GiB | ETA 4.6h
step 4950/15258 32% [main] | loss 1.713 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.23 | 2.60B tok | 79K tok/s/gpu | MFU 33% | peak 49.52GiB | ETA 4.8h
step 4960/15258 33% [main] | loss 2.183 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.23 | 2.60B tok | 82K tok/s/gpu | MFU 34% | peak 49.51GiB | ETA 4.6h
step 4970/15258 33% [main] | loss 1.697 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.27 | 2.61B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 4.6h
step 4980/15258 33% [main] | loss 1.448 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.15 | 2.61B tok | 82K tok/s/gpu | MFU 34% | peak 49.52GiB | ETA 4.6h
step 4990/15258 33% [main] | loss 2.146 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.16 | 2.62B tok | 82K tok/s/gpu | MFU 34% | peak 49.53GiB | ETA 4.6h
step 5000/15258 val 2.111
step 5000/15258 33% [main] | loss 1.744 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.04 | 2.62B tok | 54K tok/s/gpu | MFU 23% | peak 49.53GiB | ETA 6.9h
step 5000/15258 33% [main] | loss 1.744 | lr 1.00e-02 (muon 1.00e-02 embed 1.00e-01 scalar 1.50e-01 arq 1.00e-02) | gnorm 1.04 | 2.62B tok | 54K tok/s/gpu | MFU 23% | peak 49.53GiB | ETA 6.9h
